Hash,State,County,Number of Bridges,Number of residents,Pct of Medium to Fair Condition Bridges,Pct of Poor Condition Bridges,Primary and Commercial Airports,Route miles of freight railroad,Route miles of passenger railroad and rail transit,Roads Acceptable,Number of returns,Adjust gross income,Total income amount,Salaries and wages amount,State and local income taxes amount,Real estate taxes amount,Total taxes paid amount,Residential energy tax credit amount,Population served,Water systems,Cities served,Water system per capita
Texas Burle,Texas,Burleson County,125,17415,0.952,0.048,0,70.7,0,0.891372329,8350,496320,501046,307893,0,1612,2368,91,15166,0,27,561.7037037
Texas Burne,Texas,Burnet County,109,44585,1,0,0,44.2,0,0.891372329,22960,1844898,1867009,953126,2315,18126,16665,296,39877,0,64,623.078125
Texas Caldw,Texas,Caldwell County,199,39850,0.994974874,0.005025126,0,35.4,10.3,0.891372329,18640,895538,905278,649998,0,2956,3840,129,41876,0,10,4187.6
Texas Calho,Texas,Calhoun County,101,21805,0.97029703,0.02970297,0,26,0,0.891372329,9330,522683,527175,402515,0,1159,2133,0,25728,0,24,1072
Texas Calla,Texas,Callahan County,157,13595,0.993630573,0.006369427,0,31.2,0,0.891372329,6060,310434,314065,228781,0,692,1048,0,11558,0,5,2311.6
Texas Camer,Texas,Cameron County,348,418785,0.997126437,0.002873563,2,114.9,0,0.891372329,169320,6924140,6997562,5366469,2110,20805,30854,2277,378375,0,25,15135
Texas Carso,Texas,Carson County,35,6025,1,0,0,81.8,0,0.891372329,2580,165293,167438,123512,0,428,647,0,9800,0,7,1400
Texas Castr,Texas,Castro County,10,7875,1,0,0,27.1,0,0.891372329,2850,142115,144603,96288,0,256,427,0,6062,0,4,1515.5
Texas Chamb,Texas,Chambers County,138,38070,0.992753623,0.007246377,0,14.9,0,0.891372329,20030,1697427,1707105,1348150,726,10813,17791,727,42807,0,53,807.6792453
Texas Chero,Texas,Cherokee County,192,51255,1,0,0,43,13.5,0.891372329,20850,1028905,1039542,757717,332,4278,5437,120,56189,0,28,2006.75
Texas Child,Texas,Childress County,91,7060,0.978021978,0.021978022,0,27.8,0,0.891372329,2410,114947,116425,81745,0,234,364,0,7440,0,7,1062.857143
Texas Cochr,Texas,Cochran County,\N,2955,\N,\N,0,0.7,0,0.891372329,1140,50456,51292,38276,0,0,75,0,2527,0,3,842.3333333
Texas Colem,Texas,Coleman County,148,8475,0.993243243,0.006756757,0,64.2,0,0.891372329,3450,172845,175324,105276,0,308,471,0,10808,0,3,3602.666667
Texas Color,Texas,Colorado County,245,20790,0.987755102,0.012244898,0,63.6,37.6,0.891372329,9790,572365,581280,379288,90,2626,3567,45,17944,0,45,398.7555556
Texas Comal,Texas,Comal County,212,124235,0.995283019,0.004716981,0,51.9,50.1,0.891372329,74850,6576358,6650243,4063047,5547,65552,76085,1806,145453,0,84,1731.583333
Texas Coman,Texas,Comanche County,217,13505,0.963133641,0.036866359,0,47.3,0,0.891372329,5720,254786,258472,191153,0,704,977,0,10912,0,6,1818.666667
Texas Conch,Texas,Concho County,75,4140,0.986666667,0.013333333,0,\N,\N,0.891372329,1000,51720,52450,31607,0,0,93,0,7241,0,6,1206.833333
Texas Cooke,Texas,Cooke County,279,38880,0.989247312,0.010752688,0,23.4,21.9,0.891372329,18720,1236926,1249974,816703,885,7209,8593,92,39453,0,24,1643.875
Texas Corye,Texas,Coryell County,197,75710,0.989847716,0.010152284,0,14.8,0,0.891372329,28260,1274185,1284871,970093,244,3090,4418,354,70871,0,14,5062.214286
Texas Cottl,Texas,Cottle County,81,1560,0.987654321,0.012345679,0,\N,\N,0.891372329,580,19552,19996,15732,0,0,0,0,1925,0,2,962.5
Texas Crane,Texas,Crane County,18,4825,1,0,0,5.2,0,0.891372329,2060,138116,139031,114694,0,202,403,57,3175,0,2,1587.5
Texas Crock,Texas,Crockett County,159,3835,0.993710692,0.006289308,0,0.5,0,0.891372329,1580,105717,106688,67886,0,114,220,0,3915,0,3,1305
Texas Crosb,Texas,Crosby County,16,5985,0.9375,0.0625,0,\N,\N,0.891372329,2260,95210,96864,66118,0,74,175,0,5850,0,7,835.7142857
Texas Culbe,Texas,Culberson County,135,2260,1,0,0,65.6,18.7,0.891372329,1060,47174,47529,40318,0,0,0,0,2996,0,9,332.8888889
Texas Dawso,Texas,Dawson County,3,13315,1,0,0,\N,\N,0.891372329,4850,299800,303700,183924,0,909,1218,0,10264,0,4,2566
Texas Deaf ,Texas,Deaf Smith County,27,19040,1,0,0,22.2,0,0.891372329,7800,325231,329571,268992,0,631,993,24,\N,\N,\N,\N
Texas Delta,Texas,Delta County,96,5225,0.96875,0.03125,0,0.6,0,0.891372329,2130,91463,92348,76221,0,356,516,0,6860,0,4,1715
Texas Dento,Texas,Denton County,746,754650,0.993297587,0.006702413,0,131.5,41.7,0.891372329,403990,36930709,37290158,28277504,46932,497609,503241,5848,673734,0,109,6181.045872
Texas DeWit,Texas,DeWitt County,264,20660,0.988636364,0.011363636,0,29.7,0,0.891372329,8100,774004,781410,307333,0,1627,2279,0,19727,0,13,1517.461538
Texas Dicke,Texas,Dickens County,73,2235,0.95890411,0.04109589,0,\N,\N,0.891372329,750,36743,37332,24244,0,0,0,0,1669,0,4,417.25
Texas Dimmi,Texas,Dimmit County,74,10840,1,0,0,\N,\N,0.891372329,4030,215012,216719,142446,0,326,586,55,11182,0,15,745.4666667
Texas Donle,Texas,Donley County,72,3505,0.958333333,0.041666667,0,37.9,0,0.891372329,1410,52482,53380,41652,0,50,127,0,4225,0,8,528.125
Texas Duval,Texas,Duval County,17,11510,1,0,0,45.1,0,0.891372329,4430,192173,193775,153505,0,341,872,132,11241,0,9,1249
Texas Eastl,Texas,Eastland County,121,18250,1,0,0,32.2,0,0.891372329,7460,402580,405990,260393,0,1106,1441,0,19027,0,14,1359.071429
Texas Ector,Texas,Ector County,232,153175,0.987068966,0.012931034,0,36.6,0,0.891372329,72720,4879252,4917447,3813406,974,16068,21419,2606,118554,0,31,3824.322581
Texas Edwar,Texas,Edwards County,141,2030,0.992907801,0.007092199,0,\N,\N,0.891372329,800,45454,45978,21676,0,0,141,0,2106,0,2,1053
Texas Ellis,Texas,Ellis County,26,160225,1,0,0,96.2,0,0.891372329,83120,5575275,5629914,4247726,3180,50368,62138,2062,185800,0,33,5630.30303
Texas El Pa,Texas,El Paso County,652,833590,0.995398773,0.004601227,1,105.6,51,0.891372329,377610,17460878,17637138,13254222,11287,94161,121918,12661,845332,0,40,21133.3
Texas Erath,Texas,Erath County,686,40640,1,0,0,42.5,0,0.891372329,16370,893379,905429,623637,244,3922,4952,49,31296,0,31,1009.548387
Texas Falls,Texas,Falls County,198,17265,0.98989899,0.01010101,0,36.2,0,0.891372329,6470,278895,282659,209279,0,583,920,0,21510,0,13,1654.615385
Texas Fanni,Texas,Fannin County,308,33755,0.922077922,0.077922078,0,25.7,0,0.891372329,14000,759000,765980,572820,380,2960,4265,212,40008,0,22,1818.545455
Texas Fayet,Texas,Fayette County,310,24910,0.95483871,0.04516129,0,91.2,22.8,0.891372329,11850,799065,810448,465549,207,4414,5701,125,20376,0,15,1358.4
Texas Fishe,Texas,Fisher County,370,3845,0.978378378,0.021621622,0,17.6,0,0.891372329,1490,83283,84568,56391,0,82,204,0,2562,0,4,640.5
Texas Floyd,Texas,Floyd County,150,6090,0.946666667,0.053333333,0,\N,\N,0.891372329,2420,113163,116036,75671,0,177,321,0,5158,0,4,1289.5
Texas Foard,Texas,Foard County,11,1320,1,0,0,\N,\N,0.891372329,520,19866,20167,14380,0,0,0,0,1193,0,3,397.6666667
Texas Fort ,Texas,Fort Bend County,60,683755,0.9,0.1,0,109.7,33.8,0.891372329,345630,32774520,33103264,24929703,32167,452090,449288,6875,\N,\N,\N,\N
Texas Frank,Texas,Franklin County,650,10570,0.978461538,0.021538462,0,10.8,0,0.891372329,4390,245034,248030,153494,0,1436,1573,0,16964,0,5,3392.8
Texas Frees,Texas,Freestone County,75,19585,0.986666667,0.013333333,0,63.4,0,0.891372329,7730,416945,421040,311069,0,1507,2028,0,25860,0,24,1077.5
Texas Gaine,Texas,Gaines County,146,19485,0.993150685,0.006849315,0,3.2,0,0.891372329,8160,445618,453254,332023,294,1465,2029,162,12054,0,13,927.2307692
Texas Galve,Texas,Galveston County,\N,314485,\N,\N,0,75.9,0,0.891372329,154650,11946521,12058875,8894894,6561,118821,131774,2219,364790,0,60,6079.833333
Texas Garza,Texas,Garza County,318,6615,0.981132075,0.018867925,0,40.5,0,0.891372329,1830,104077,105492,68248,0,276,340,0,6471,0,6,1078.5
Texas Gille,Texas,Gillespie County,51,25730,1,0,0,\N,\N,0.891372329,13780,1182239,1198306,517153,1407,11002,10830,166,26014,0,58,448.5172414
Texas Glass,Texas,Glasscock County,128,1255,0.9921875,0.0078125,0,\N,\N,0.891372329,640,101751,102955,29705,0,0,174,0,650,0,3,216.6666667
Texas Golia,Texas,Goliad County,28,7465,1,0,0,9,0,0.891372329,3220,218139,220596,139958,0,548,842,0,2912,0,6,485.3333333
Texas Gonza,Texas,Gonzales County,125,20370,0.96,0.04,0,35,22.4,0.891372329,9150,545891,550896,322340,0,1939,2215,67,20455,0,7,2922.142857
Texas Grays,Texas,Grayson County,81,124230,0.975308642,0.024691358,0,125.6,0,0.891372329,59710,3600936,3635050,2526328,2307,21442,26318,517,146032,0,51,2863.372549
Texas Gregg,Texas,Gregg County,516,123285,0.986434109,0.013565891,1,37.8,15.8,0.891372329,55700,3423251,3458473,2312775,2387,19351,25043,1028,142404,0,16,8900.25
Texas Grime,Texas,Grimes County,215,27140,0.995348837,0.004651163,0,96.5,0,0.891372329,12060,652606,658993,478355,105,3529,4625,153,22333,0,28,797.6071429
Texas Guada,Texas,Guadalupe County,219,147315,0.97260274,0.02739726,0,38.7,36.6,0.891372329,76170,4818361,4862058,3518833,1733,29758,37604,2092,171918,0,17,10112.82353
Texas Hamil,Texas,Hamilton County,120,8230,0.975,0.025,0,\N,\N,0.891372329,3720,221075,224245,127365,0,795,952,0,5855,0,6,975.8333333
Texas Hansf,Texas,Hansford County,119,5550,0.983193277,0.016806723,0,0.7,0,0.891372329,2270,132989,135111,94119,0,375,550,0,4776,0,4,1194
Texas Harde,Texas,Hardeman County,40,3950,0.975,0.025,0,45,0,0.891372329,1580,66161,66814,49201,0,0,132,0,3899,0,7,557
Texas Hardi,Texas,Hardin County,77,55625,0.987012987,0.012987013,0,69.3,0,0.891372329,24710,1678798,1692206,1279256,1008,6773,10716,242,52775,0,25,2111
Texas Hartl,Texas,Hartley County,258,5965,0.992248062,0.007751938,0,72.3,0,0.891372329,1750,102770,105674,75856,0,592,830,0,866,0,3,288.6666667
Texas Haske,Texas,Haskell County,17,5810,0.941176471,0.058823529,0,\N,\N,0.891372329,2080,94720,96359,66315,0,133,249,0,5227,0,9,580.7777778
Texas Hemph,Texas,Hemphill County,196,4150,0.994897959,0.005102041,0,31.7,0,0.891372329,1600,124659,126640,70087,0,648,792,0,2230,0,1,2230
Texas Hende,Texas,Henderson County,35,79215,1,0,0,59.8,0,0.891372329,34340,1800197,1819966,1216086,813,10302,12283,235,124719,0,75,1662.92
Texas Hidal,Texas,Hidalgo County,196,828335,1,0,1,67.8,0,0.891372329,328590,13282766,13439645,10701336,3439,56725,89754,16648,839085,0,32,26221.40625
Texas Hockl,Texas,Hockley County,386,23375,0.966321244,0.033678756,0,45.9,0,0.891372329,9390,543440,549420,400683,0,1922,2317,23,18011,0,12,1500.916667
Texas Hopki,Texas,Hopkins County,84,35845,0.988095238,0.011904762,0,75.7,0,0.891372329,15920,807362,816273,586948,240,3065,4130,81,41005,0,14,2928.928571
Texas Houst,Texas,Houston County,260,22800,0.980769231,0.019230769,0,36.5,0,0.891372329,8210,400301,404096,264351,0,1123,1733,53,27972,0,10,2797.2
Texas Howar,Texas,Howard County,193,36425,0.932642487,0.067357513,0,35.1,0,0.891372329,13310,1027511,1033743,617549,115,2186,3118,89,32210,0,8,4026.25
Texas Hudsp,Texas,Hudspeth County,129,3480,0.992248062,0.007751938,0,106,77.8,0.891372329,1310,45352,46071,37817,0,0,133,0,5287,0,7,755.2857143
Texas Hutch,Texas,Hutchinson County,452,21780,0.984513274,0.015486726,0,18.9,0,0.891372329,8730,550529,554056,414635,170,1079,1769,0,26159,0,11,2378.090909
Texas Irion,Texas,Irion County,51,1630,0.980392157,0.019607843,0,43.3,0,0.891372329,750,70458,71169,35313,0,127,240,0,970,0,4,242.5
Texas Jacks,Texas,Jackson County,135,14680,1,0,0,68.4,0,0.891372329,6610,384873,389807,279870,0,895,1334,0,14116,0,20,705.8
Texas Jaspe,Texas,Jasper County,169,35640,0.982248521,0.017751479,0,86.3,0,0.891372329,14080,786726,793866,586241,354,2243,3743,69,35376,0,25,1415.04
Texas Jeff ,Texas,Jeff Davis County,179,2220,0.983240223,0.016759777,0,30.5,26,0.891372329,1010,61986,62685,29984,0,262,339,0,\N,\N,\N,\N
Texas Jeffe,Texas,Jefferson County,136,252995,0.992647059,0.007352941,1,120.4,21.8,0.891372329,105140,6426395,6484833,4582322,4374,34573,48430,2053,239111,0,22,10868.68182
Texas Jim H,Texas,Jim Hogg County,444,5220,0.988738739,0.011261261,0,12.2,0,0.891372329,1980,79734,80351,68187,0,120,257,67,5300,0,1,5300
Texas Jim W,Texas,Jim Wells County,29,41485,1,0,0,20.3,0,0.891372329,16820,835460,842227,665836,0,2598,4403,688,26819,0,12,2234.916667
Texas Johns,Texas,Johnson County,177,157545,0.97740113,0.02259887,0,92.6,25,0.891372329,78310,4762336,4808341,3637379,1657,31403,39110,1210,201607,0,66,3054.651515
Texas Jones,Texas,Jones County,373,19945,0.99463807,0.00536193,0,\N,\N,0.891372329,6310,303417,307445,234890,0,720,1042,0,16310,0,6,2718.333333
Texas Karne,Texas,Karnes County,169,14985,0.976331361,0.023668639,0,\N,\N,0.891372329,5670,638469,641974,202349,0,1286,1732,0,21646,0,8,2705.75
Texas Kaufm,Texas,Kaufman County,141,111830,0.978723404,0.021276596,0,26.4,26.4,0.891372329,60730,3746454,3780610,2999387,1784,32618,41690,1144,145902,0,27,5403.777778
Texas Kenda,Texas,Kendall County,435,39010,0.974712644,0.025287356,0,\N,\N,0.891372329,20850,2663224,2695116,1392787,4915,33815,29931,277,31491,0,46,684.5869565
Texas Kened,Texas,Kenedy County,103,560,0.980582524,0.019417476,0,46.3,0,0.891372329,150,5963,5969,5075,0,0,0,0,411,0,4,102.75
Texas Kimbl,Texas,Kimble County,149,4455,1,0,0,\N,\N,0.891372329,2080,99601,101501,54140,0,234,395,0,3726,0,5,745.2
Texas Kinne,Texas,Kinney County,38,3580,1,0,0,50.9,44.9,0.891372329,1310,73620,74074,42823,0,94,198,0,3795,0,6,632.5
Texas Klebe,Texas,Kleberg County,55,31875,1,0,0,21.2,0,0.891372329,12890,646647,651736,487717,0,2048,2717,193,37594,0,13,2891.846154
Texas Lamar,Texas,Lamar County,306,49625,0.986928105,0.013071895,0,19.1,0,0.891372329,21250,1060818,1072920,775763,314,3032,4760,51,56787,0,9,6309.666667
Texas Lampa,Texas,Lampasas County,91,20355,1,0,0,53.7,0,0.891372329,9600,589073,594217,342710,0,2392,2967,198,30286,0,4,7571.5
Texas La Sa,Texas,La Salle County,137,7320,1,0,0,43.8,0,0.891372329,2490,225996,227407,85863,0,491,1026,158,8015,0,7,1145
Texas Lavac,Texas,Lavaca County,262,19655,0.984732824,0.015267176,0,24.9,0,0.891372329,9530,628846,637098,384083,0,1798,2643,0,6407,0,9,711.8888889
Texas Liber,Texas,Liberty County,194,78600,0.979381443,0.020618557,0,112.8,35.2,0.891372329,34240,1890353,1904748,1531579,503,7789,13203,497,66736,0,87,767.0804598
Texas Limes,Texas,Limestone County,282,23470,0.936170213,0.063829787,0,35.1,0,0.891372329,9290,447722,452317,310828,0,1426,2072,0,26799,0,24,1116.625
Texas Lipsc,Texas,Lipscomb County,39,3505,0.974358974,0.025641026,0,11.1,0,0.891372329,1370,81309,82421,53876,0,140,288,0,2391,0,4,597.75
Texas Live ,Texas,Live Oak County,219,11975,0.98173516,0.01826484,0,47.3,0,0.891372329,4750,311884,315040,197697,0,820,1271,132,\N,\N,\N,\N
Texas Llano,Texas,Llano County,84,19625,1,0,0,20.1,0,0.891372329,9250,709633,717548,337146,2926,6181,5555,0,35598,0,27,1318.444444
Texas Lovin,Texas,Loving County,4,75,1,0,\N,\N,\N,0.891372329,50,4178,4178,3187,0,0,0,0,605,0,2,302.5
Texas Lubbo,Texas,Lubbock County,235,294680,0.982978723,0.017021277,1,109.7,0,0.891372329,131780,8229008,8323719,5710548,3295,56640,60551,516,302011,0,71,4253.676056
Texas McCul,Texas,McCulloch County,125,8240,0.984,0.016,0,16.8,0,0.891372329,3570,175730,178026,116311,0,439,588,0,6402,0,8,800.25
Texas McLen,Texas,McLennan County,58,243395,0.982758621,0.017241379,1,92.1,28.4,0.891372329,109480,6319421,6388636,4450812,2964,39150,42406,752,265158,0,60,4419.3
Texas McMul,Texas,McMullen County,14,670,0.928571429,0.071428571,0,\N,\N,0.891372329,440,51291,51534,15669,0,0,128,0,1677,0,3,559
Texas Madis,Texas,Madison County,84,13845,0.988095238,0.011904762,0,13.8,0,0.891372329,5290,244928,247960,187113,0,1014,1558,0,10990,0,7,1570
Texas Mario,Texas,Marion County,191,10190,0.984293194,0.015706806,0,33.6,13.6,0.891372329,3960,188114,189997,132784,0,454,937,105,12062,0,16,753.875
Texas Marti,Texas,Martin County,122,5450,1,0,0,13,0,0.891372329,2270,297796,299980,120949,0,335,623,0,3213,0,6,535.5
Texas Mason,Texas,Mason County,118,4065,1,0,0,\N,\N,0.891372329,2030,114925,116997,61716,0,503,654,0,2114,0,1,2114
Texas Matag,Texas,Matagorda County,686,36720,0.986880466,0.013119534,0,70.2,0,0.891372329,16060,924000,933400,692133,336,3064,5127,205,39641,0,45,880.9111111
Texas Maver,Texas,Maverick County,57,56830,1,0,0,29.5,0,0.891372329,25560,992188,999885,841692,65,2173,3286,202,60538,0,2,30269
Texas Medin,Texas,Medina County,208,47920,0.985576923,0.014423077,0,56.1,42.7,0.891372329,21050,1267950,1283104,903242,275,7525,9710,558,68072,0,34,2002.117647
Texas Menar,Texas,Menard County,63,2165,1,0,0,\N,\N,0.891372329,910,41818,42460,22597,0,139,214,0,1471,0,1,1471
Texas Midla,Texas,Midland County,118,155815,0.983050847,0.016949153,1,26.8,0,0.891372329,79140,9727062,9803394,5722068,8846,55936,58478,1363,147017,0,53,2773.90566
Texas Milam,Texas,Milam County,184,24370,0.972826087,0.027173913,0,78.1,0,0.891372329,10450,529859,535662,378050,0,1720,2396,96,31579,0,12,2631.583333
Texas Mills,Texas,Mills County,68,4870,0.985294118,0.014705882,0,34.1,0,0.891372329,2100,100542,101980,62992,0,374,514,0,2404,0,4,601
Texas Mitch,Texas,Mitchell County,142,8995,0.992957746,0.007042254,0,31.7,0,0.891372329,2770,156523,158110,113302,0,246,387,0,8705,0,6,1450.833333
Texas Monta,Texas,Montague County,230,19385,0.982608696,0.017391304,0,51.8,0,0.891372329,8730,521575,527985,334181,137,2001,2771,0,13936,0,17,819.7647059
Texas Montg,Texas,Montgomery County,585,518850,0.986324786,0.013675214,0,129.9,0,0.891372329,261170,25978921,26218176,18609530,29208,307754,296724,2695,569936,0,399,1428.411028
Texas Moore,Texas,Moore County,26,22185,1,0,0,66.3,0,0.891372329,9410,416369,420544,398836,56,1012,1689,104,21729,0,12,1810.75
Texas Morri,Texas,Morris County,70,12655,0.985714286,0.014285714,0,29.3,0,0.891372329,5270,230417,232359,174069,0,446,755,0,12060,0,5,2412
Texas Motle,Texas,Motley County,51,1020,1,0,0,\N,\N,0.891372329,480,19119,19422,12806,0,0,0,0,891,0,3,297
Texas Nacog,Texas,Nacogdoches County,240,65555,0.995833333,0.004166667,0,37.6,0,0.891372329,25440,1355895,1374952,901867,525,4499,6350,47,76739,0,16,4796.1875
Texas Navar,Texas,Navarro County,330,48175,0.984848485,0.015151515,0,85.7,0,0.891372329,21090,1031867,1041504,769984,188,4888,5949,151,58766,0,23,2555.043478
Texas Newto,Texas,Newton County,157,14140,0.987261146,0.012738854,0,24.2,0,0.891372329,4900,245517,247000,202240,125,448,931,0,11860,0,10,1186
Texas Nolan,Texas,Nolan County,167,15015,0.976047904,0.023952096,0,71.2,0,0.891372329,6360,312759,317241,227377,0,810,1260,0,16833,0,7,2404.714286
Texas Nuece,Texas,Nueces County,489,355665,0.991820041,0.008179959,1,86.7,0,0.891372329,155350,9191988,9288857,6433644,3651,57377,64069,3478,380757,0,18,21153.16667
Texas Ochil,Texas,Ochiltree County,32,10575,1,0,0,\N,\N,0.891372329,4250,279420,283431,195331,0,1152,1420,0,9160,0,4,2290
Texas Oldha,Texas,Oldham County,51,2070,1,0,0,16.6,0,0.891372329,950,53248,54225,37604,0,84,131,0,2271,0,5,454.2
Texas Orang,Texas,Orange County,174,83750,0.965517241,0.034482759,0,85.4,32.6,0.891372329,35890,2152280,2166415,1726137,1091,7001,12542,375,76685,0,51,1503.627451
Texas Palo ,Texas,Palo Pinto County,237,27920,0.991561181,0.008438819,0,36.5,0,0.891372329,12420,688030,695529,459642,138,3349,3692,0,\N,\N,\N,\N
Texas Panol,Texas,Panola County,141,23770,1,0,0,45.6,0,0.891372329,9850,588600,594199,405937,306,1848,3036,189,22744,0,22,1033.818182
Texas Parke,Texas,Parker County,324,123600,0.990740741,0.009259259,0,35.2,0,0.891372329,64570,5490841,5551467,3804110,3868,53693,60351,1106,97776,0,87,1123.862069
Texas Parme,Texas,Parmer County,26,9920,1,0,0,49.2,0,0.891372329,4020,170479,173323,149518,0,265,574,0,9173,0,5,1834.6
Texas Pecos,Texas,Pecos County,469,15825,1,0,0,77.5,8.5,0.891372329,6260,386244,389641,288227,0,564,997,0,19586,0,10,1958.6
Texas Potte,Texas,Potter County,184,121885,0.934782609,0.065217391,1,109.8,0,0.891372329,49820,2733838,2762304,1802048,1063,15072,14893,152,200599,0,17,11799.94118
Texas Presi,Texas,Presidio County,74,7145,1,0,0,116.4,44,0.891372329,3620,164475,166154,115574,0,209,374,37,7744,0,7,1106.285714
Texas Rains,Texas,Rains County,52,11085,0.980769231,0.019230769,0,\N,\N,0.891372329,4760,252688,255070,172181,0,945,1323,0,11020,0,6,1836.666667
Texas Randa,Texas,Randall County,94,128605,1,0,0,47.1,0,0.891372329,62980,4485586,4533599,3109686,1503,26923,31304,303,22223,0,34,653.6176471
Texas Reaga,Texas,Reagan County,28,3625,1,0,0,31.1,0,0.891372329,1630,135869,136856,87451,0,152,305,0,3066,0,4,766.5
Texas Red R,Texas,Red River County,167,12455,0.97005988,0.02994012,0,\N,\N,0.891372329,5140,233379,235388,165662,0,323,692,0,16081,0,8,2010.125
Texas Reeve,Texas,Reeves County,213,14440,0.985915493,0.014084507,0,73.4,0,0.891372329,5620,396232,398608,248587,77,541,908,98,17055,0,15,1137
Texas Refug,Texas,Refugio County,136,7315,0.970588235,0.029411765,0,36.9,0,0.891372329,3140,163205,165612,119747,0,401,952,0,5518,0,6,919.6666667
