Hash,State,County,Number of returns,Adjust gross income,Total income amount,Salaries and wages amount,State and local income taxes amount,Real estate taxes amount,Total taxes paid amount,Residential energy tax credit amount
Texas Howar,Texas,Howard County,13310.0000,1027511.0000,1033743.0000,617549.0000,115.0000,2186.0000,3118.0000,89.0000
Texas Hudsp,Texas,Hudspeth County,1310.0000,45352.0000,46071.0000,37817.0000,0.0000,0.0000,133.0000,0.0000
Texas Hutch,Texas,Hutchinson County,8730.0000,550529.0000,554056.0000,414635.0000,170.0000,1079.0000,1769.0000,0.0000
Texas Irion,Texas,Irion County,750.0000,70458.0000,71169.0000,35313.0000,0.0000,127.0000,240.0000,0.0000
Texas Jacks,Texas,Jackson County,6610.0000,384873.0000,389807.0000,279870.0000,0.0000,895.0000,1334.0000,0.0000
Texas Jaspe,Texas,Jasper County,14080.0000,786726.0000,793866.0000,586241.0000,354.0000,2243.0000,3743.0000,69.0000
Texas Jeff ,Texas,Jeff Davis County,1010.0000,61986.0000,62685.0000,29984.0000,0.0000,262.0000,339.0000,0.0000
Texas Jeffe,Texas,Jefferson County,105140.0000,6426395.0000,6484833.0000,4582322.0000,4374.0000,34573.0000,48430.0000,2053.0000
Texas Jim H,Texas,Jim Hogg County,1980.0000,79734.0000,80351.0000,68187.0000,0.0000,120.0000,257.0000,67.0000
Texas Jim W,Texas,Jim Wells County,16820.0000,835460.0000,842227.0000,665836.0000,0.0000,2598.0000,4403.0000,688.0000
Texas Johns,Texas,Johnson County,78310.0000,4762336.0000,4808341.0000,3637379.0000,1657.0000,31403.0000,39110.0000,1210.0000
Texas Jones,Texas,Jones County,6310.0000,303417.0000,307445.0000,234890.0000,0.0000,720.0000,1042.0000,0.0000
Texas Karne,Texas,Karnes County,5670.0000,638469.0000,641974.0000,202349.0000,0.0000,1286.0000,1732.0000,0.0000
Texas Kaufm,Texas,Kaufman County,60730.0000,3746454.0000,3780610.0000,2999387.0000,1784.0000,32618.0000,41690.0000,1144.0000
Texas Kenda,Texas,Kendall County,20850.0000,2663224.0000,2695116.0000,1392787.0000,4915.0000,33815.0000,29931.0000,277.0000
Texas Kened,Texas,Kenedy County,150.0000,5963.0000,5969.0000,5075.0000,0.0000,0.0000,0.0000,0.0000
Texas Kimbl,Texas,Kimble County,2080.0000,99601.0000,101501.0000,54140.0000,0.0000,234.0000,395.0000,0.0000
Texas Kinne,Texas,Kinney County,1310.0000,73620.0000,74074.0000,42823.0000,0.0000,94.0000,198.0000,0.0000
Texas Klebe,Texas,Kleberg County,12890.0000,646647.0000,651736.0000,487717.0000,0.0000,2048.0000,2717.0000,193.0000
Texas Lamar,Texas,Lamar County,21250.0000,1060818.0000,1072920.0000,775763.0000,314.0000,3032.0000,4760.0000,51.0000
Texas Lampa,Texas,Lampasas County,9600.0000,589073.0000,594217.0000,342710.0000,0.0000,2392.0000,2967.0000,198.0000
Texas La Sa,Texas,La Salle County,2490.0000,225996.0000,227407.0000,85863.0000,0.0000,491.0000,1026.0000,158.0000
Texas Lavac,Texas,Lavaca County,9530.0000,628846.0000,637098.0000,384083.0000,0.0000,1798.0000,2643.0000,0.0000
Texas Liber,Texas,Liberty County,34240.0000,1890353.0000,1904748.0000,1531579.0000,503.0000,7789.0000,13203.0000,497.0000
Texas Limes,Texas,Limestone County,9290.0000,447722.0000,452317.0000,310828.0000,0.0000,1426.0000,2072.0000,0.0000
Texas Lipsc,Texas,Lipscomb County,1370.0000,81309.0000,82421.0000,53876.0000,0.0000,140.0000,288.0000,0.0000
Texas Live ,Texas,Live Oak County,4750.0000,311884.0000,315040.0000,197697.0000,0.0000,820.0000,1271.0000,132.0000
Texas Llano,Texas,Llano County,9250.0000,709633.0000,717548.0000,337146.0000,2926.0000,6181.0000,5555.0000,0.0000
Texas Lovin,Texas,Loving County,50.0000,4178.0000,4178.0000,3187.0000,0.0000,0.0000,0.0000,0.0000
Texas Lubbo,Texas,Lubbock County,131780.0000,8229008.0000,8323719.0000,5710548.0000,3295.0000,56640.0000,60551.0000,516.0000
Texas McCul,Texas,McCulloch County,3570.0000,175730.0000,178026.0000,116311.0000,0.0000,439.0000,588.0000,0.0000
Texas McLen,Texas,McLennan County,109480.0000,6319421.0000,6388636.0000,4450812.0000,2964.0000,39150.0000,42406.0000,752.0000
Texas McMul,Texas,McMullen County,440.0000,51291.0000,51534.0000,15669.0000,0.0000,0.0000,128.0000,0.0000
Texas Madis,Texas,Madison County,5290.0000,244928.0000,247960.0000,187113.0000,0.0000,1014.0000,1558.0000,0.0000
Texas Mario,Texas,Marion County,3960.0000,188114.0000,189997.0000,132784.0000,0.0000,454.0000,937.0000,105.0000
Texas Marti,Texas,Martin County,2270.0000,297796.0000,299980.0000,120949.0000,0.0000,335.0000,623.0000,0.0000
Texas Mason,Texas,Mason County,2030.0000,114925.0000,116997.0000,61716.0000,0.0000,503.0000,654.0000,0.0000
Texas Matag,Texas,Matagorda County,16060.0000,924000.0000,933400.0000,692133.0000,336.0000,3064.0000,5127.0000,205.0000
Texas Maver,Texas,Maverick County,25560.0000,992188.0000,999885.0000,841692.0000,65.0000,2173.0000,3286.0000,202.0000
Texas Medin,Texas,Medina County,21050.0000,1267950.0000,1283104.0000,903242.0000,275.0000,7525.0000,9710.0000,558.0000
Texas Menar,Texas,Menard County,910.0000,41818.0000,42460.0000,22597.0000,0.0000,139.0000,214.0000,0.0000
Texas Midla,Texas,Midland County,79140.0000,9727062.0000,9803394.0000,5722068.0000,8846.0000,55936.0000,58478.0000,1363.0000
Texas Milam,Texas,Milam County,10450.0000,529859.0000,535662.0000,378050.0000,0.0000,1720.0000,2396.0000,96.0000
Texas Mills,Texas,Mills County,2100.0000,100542.0000,101980.0000,62992.0000,0.0000,374.0000,514.0000,0.0000
Texas Mitch,Texas,Mitchell County,2770.0000,156523.0000,158110.0000,113302.0000,0.0000,246.0000,387.0000,0.0000
Texas Monta,Texas,Montague County,8730.0000,521575.0000,527985.0000,334181.0000,137.0000,2001.0000,2771.0000,0.0000
Texas Montg,Texas,Montgomery County,261170.0000,25978921.000,26218176.000,18609530.000,29208.0000,307754.0000,296724.0000,2695.0000
Texas Moore,Texas,Moore County,9410.0000,416369.0000,420544.0000,398836.0000,56.0000,1012.0000,1689.0000,104.0000
Texas Morri,Texas,Morris County,5270.0000,230417.0000,232359.0000,174069.0000,0.0000,446.0000,755.0000,0.0000
Texas Motle,Texas,Motley County,480.0000,19119.0000,19422.0000,12806.0000,0.0000,0.0000,0.0000,0.0000
Texas Nacog,Texas,Nacogdoches County,25440.0000,1355895.0000,1374952.0000,901867.0000,525.0000,4499.0000,6350.0000,47.0000
Texas Navar,Texas,Navarro County,21090.0000,1031867.0000,1041504.0000,769984.0000,188.0000,4888.0000,5949.0000,151.0000
Texas Newto,Texas,Newton County,4900.0000,245517.0000,247000.0000,202240.0000,125.0000,448.0000,931.0000,0.0000
Texas Nolan,Texas,Nolan County,6360.0000,312759.0000,317241.0000,227377.0000,0.0000,810.0000,1260.0000,0.0000
Texas Nuece,Texas,Nueces County,155350.0000,9191988.0000,9288857.0000,6433644.0000,3651.0000,57377.0000,64069.0000,3478.0000
Texas Ochil,Texas,Ochiltree County,4250.0000,279420.0000,283431.0000,195331.0000,0.0000,1152.0000,1420.0000,0.0000
Texas Oldha,Texas,Oldham County,950.0000,53248.0000,54225.0000,37604.0000,0.0000,84.0000,131.0000,0.0000
Texas Orang,Texas,Orange County,35890.0000,2152280.0000,2166415.0000,1726137.0000,1091.0000,7001.0000,12542.0000,375.0000
Texas Palo ,Texas,Palo Pinto County,12420.0000,688030.0000,695529.0000,459642.0000,138.0000,3349.0000,3692.0000,0.0000
Texas Panol,Texas,Panola County,9850.0000,588600.0000,594199.0000,405937.0000,306.0000,1848.0000,3036.0000,189.0000
Texas Parke,Texas,Parker County,64570.0000,5490841.0000,5551467.0000,3804110.0000,3868.0000,53693.0000,60351.0000,1106.0000
Texas Parme,Texas,Parmer County,4020.0000,170479.0000,173323.0000,149518.0000,0.0000,265.0000,574.0000,0.0000
Texas Pecos,Texas,Pecos County,6260.0000,386244.0000,389641.0000,288227.0000,0.0000,564.0000,997.0000,0.0000
Texas Potte,Texas,Potter County,49820.0000,2733838.0000,2762304.0000,1802048.0000,1063.0000,15072.0000,14893.0000,152.0000
Texas Presi,Texas,Presidio County,3620.0000,164475.0000,166154.0000,115574.0000,0.0000,209.0000,374.0000,37.0000
Texas Rains,Texas,Rains County,4760.0000,252688.0000,255070.0000,172181.0000,0.0000,945.0000,1323.0000,0.0000
Texas Randa,Texas,Randall County,62980.0000,4485586.0000,4533599.0000,3109686.0000,1503.0000,26923.0000,31304.0000,303.0000
Texas Reaga,Texas,Reagan County,1630.0000,135869.0000,136856.0000,87451.0000,0.0000,152.0000,305.0000,0.0000
Texas Red R,Texas,Red River County,5140.0000,233379.0000,235388.0000,165662.0000,0.0000,323.0000,692.0000,0.0000
Texas Reeve,Texas,Reeves County,5620.0000,396232.0000,398608.0000,248587.0000,77.0000,541.0000,908.0000,98.0000
Texas Refug,Texas,Refugio County,3140.0000,163205.0000,165612.0000,119747.0000,0.0000,401.0000,952.0000,0.0000
Texas Rockw,Texas,Rockwall County,46150.0000,4588047.0000,4637215.0000,3206803.0000,4015.0000,60307.0000,63352.0000,748.0000
Texas Runne,Texas,Runnels County,4570.0000,218789.0000,222351.0000,156125.0000,0.0000,531.0000,735.0000,0.0000
Texas Sabin,Texas,Sabine County,4200.0000,234046.0000,236053.0000,153010.0000,142.0000,553.0000,1004.0000,0.0000
Texas San A,Texas,San Augustine County,3250.0000,140772.0000,141951.0000,99078.0000,0.0000,321.0000,559.0000,0.0000
Texas San J,Texas,San Jacinto County,10690.0000,594734.0000,599745.0000,422353.0000,135.0000,2968.0000,3845.0000,130.0000
Texas San P,Texas,San Patricio County,31020.0000,1737055.0000,1752396.0000,1351183.0000,368.0000,7761.0000,10037.0000,643.0000
Texas San S,Texas,San Saba County,2420.0000,121442.0000,122837.0000,71185.0000,0.0000,330.0000,537.0000,0.0000
Texas Schle,Texas,Schleicher County,1120.0000,58908.0000,59788.0000,43083.0000,0.0000,126.0000,225.0000,0.0000
Texas Scurr,Texas,Scurry County,6720.0000,439755.0000,444645.0000,311914.0000,0.0000,1231.0000,1733.0000,0.0000
Texas Shack,Texas,Shackelford County,1480.0000,91281.0000,92584.0000,62434.0000,0.0000,628.0000,637.0000,0.0000
Texas Shelb,Texas,Shelby County,10140.0000,524996.0000,530534.0000,356022.0000,215.0000,1153.0000,1981.0000,36.0000
Texas Sherm,Texas,Sherman County,1090.0000,65108.0000,66532.0000,42862.0000,0.0000,113.0000,241.0000,0.0000
Texas Smith,Texas,Smith County,101990.0000,6946204.0000,7019997.0000,4430039.0000,4201.0000,47465.0000,52849.0000,567.0000
Texas Somer,Texas,Somervell County,3980.0000,270808.0000,273933.0000,181229.0000,0.0000,1396.0000,1921.0000,0.0000
Texas Starr,Texas,Starr County,25810.0000,909975.0000,918016.0000,819420.0000,93.0000,1248.0000,2798.0000,1052.0000
Texas Steph,Texas,Stephens County,3590.0000,180788.0000,183487.0000,121463.0000,0.0000,636.0000,835.0000,0.0000
Texas Sterl,Texas,Sterling County,580.0000,52122.0000,52599.0000,25810.0000,0.0000,131.0000,160.0000,0.0000
Texas Stone,Texas,Stonewall County,590.0000,32737.0000,33302.0000,18948.0000,0.0000,0.0000,0.0000,0.0000
Texas Sutto,Texas,Sutton County,1670.0000,118001.0000,119436.0000,74004.0000,0.0000,388.0000,536.0000,0.0000
Texas Swish,Texas,Swisher County,2810.0000,128742.0000,131314.0000,86206.0000,0.0000,127.0000,304.0000,0.0000
Texas Tarra,Texas,Tarrant County,951560.0000,72581560.000,73282889.000,51022327.000,104704.0000,758198.0000,750742.0000,18100.0000
Texas Taylo,Texas,Taylor County,61530.0000,3702931.0000,3747742.0000,2457296.0000,1517.0000,18213.0000,21331.0000,231.0000
Texas Terre,Texas,Terrell County,310.0000,15614.0000,15682.0000,12156.0000,0.0000,0.0000,0.0000,0.0000
Texas Terry,Texas,Terry County,4640.0000,209327.0000,213111.0000,156489.0000,0.0000,557.0000,759.0000,0.0000
Texas Throc,Texas,Throckmorton County,640.0000,39819.0000,40346.0000,21465.0000,0.0000,0.0000,56.0000,0.0000
Texas Titus,Texas,Titus County,13630.0000,668310.0000,674816.0000,493587.0000,215.0000,2471.0000,3198.0000,78.0000
Texas Tom G,Texas,Tom Green County,53530.0000,3456318.0000,3493456.0000,2182423.0000,1076.0000,15128.0000,17219.0000,217.0000
Texas Travi,Texas,Travis County,603540.0000,65089802.000,65853107.000,40310625.000,216765.0000,818472.0000,693954.0000,12776.0000
Texas Trini,Texas,Trinity County,5870.0000,257405.0000,259324.0000,188311.0000,0.0000,878.0000,1297.0000,86.0000
Texas Tyler,Texas,Tyler County,7530.0000,378217.0000,381503.0000,284780.0000,0.0000,831.0000,1367.0000,0.0000
Texas Upshu,Texas,Upshur County,16550.0000,885884.0000,894599.0000,676607.0000,269.0000,3338.0000,5313.0000,179.0000
Texas Upton,Texas,Upton County,1440.0000,118147.0000,118922.0000,75175.0000,0.0000,0.0000,205.0000,0.0000
Texas Uvald,Texas,Uvalde County,11730.0000,561386.0000,569149.0000,374711.0000,0.0000,2440.0000,3178.0000,89.0000
Texas Val V,Texas,Val Verde County,21210.0000,993778.0000,1002729.0000,783888.0000,201.0000,2039.0000,3295.0000,157.0000
Texas Van Z,Texas,Van Zandt County,23370.0000,1282488.0000,1294856.0000,916986.0000,866.0000,4929.0000,7978.0000,209.0000
Texas Victo,Texas,Victoria County,41460.0000,2639259.0000,2668882.0000,1781275.0000,618.0000,12803.0000,14817.0000,299.0000
Texas Walke,Texas,Walker County,24210.0000,1270089.0000,1281886.0000,855778.0000,423.0000,6558.0000,8929.0000,167.0000
Texas Walle,Texas,Waller County,21590.0000,1503068.0000,1517033.0000,1110133.0000,841.0000,16190.0000,16692.0000,294.0000
Texas Washi,Texas,Washington County,16360.0000,1092972.0000,1106452.0000,645719.0000,587.0000,7926.0000,9715.0000,336.0000
Texas Whart,Texas,Wharton County,19470.0000,1051407.0000,1065737.0000,763233.0000,227.0000,4254.0000,5527.0000,78.0000
Texas Wheel,Texas,Wheeler County,2200.0000,125936.0000,127713.0000,84044.0000,0.0000,282.0000,504.0000,0.0000
Texas Wichi,Texas,Wichita County,54200.0000,3170106.0000,3205861.0000,2038555.0000,2117.0000,15637.0000,17581.0000,533.0000
Texas Wilba,Texas,Wilbarger County,5570.0000,261721.0000,264443.0000,187647.0000,0.0000,574.0000,975.0000,0.0000
Texas Willa,Texas,Willacy County,7460.0000,258881.0000,262158.0000,207690.0000,0.0000,397.0000,859.0000,67.0000
Texas Willi,Texas,Williamson County,270870.0000,22255084.000,22465928.000,16806930.000,20919.0000,255032.0000,266335.0000,7108.0000
Texas Wilso,Texas,Wilson County,21930.0000,1565701.0000,1580260.0000,1128302.0000,304.0000,9338.0000,12059.0000,525.0000
Texas Winkl,Texas,Winkler County,3390.0000,247878.0000,249747.0000,177268.0000,0.0000,161.0000,368.0000,54.0000
Texas Yoaku,Texas,Yoakum County,3650.0000,245423.0000,248329.0000,192334.0000,0.0000,532.0000,808.0000,243.0000
Texas Young,Texas,Young County,7740.0000,506277.0000,514525.0000,305770.0000,308.0000,2516.0000,3023.0000,0.0000
Texas Zapat,Texas,Zapata County,5180.0000,177620.0000,179189.0000,154879.0000,0.0000,252.0000,593.0000,507.0000
Texas Zaval,Texas,Zavala County,4280.0000,167118.0000,168703.0000,122033.0000,0.0000,200.0000,417.0000,0.0000
Utah Beave,Utah,Beaver County,2860.0000,142259.0000,143629.0000,103860.0000,1071.0000,287.0000,1140.0000,0.0000
Utah Box E,Utah,Box Elder County,23760.0000,1395996.0000,1409074.0000,1044986.0000,13085.0000,5051.0000,15828.0000,844.0000
Utah Cache,Utah,Cache County,51130.0000,3127444.0000,3162443.0000,2181918.0000,43257.0000,14245.0000,41138.0000,1193.0000
Utah Carbo,Utah,Carbon County,8120.0000,420579.0000,423843.0000,318549.0000,2692.0000,919.0000,2888.0000,90.0000
Utah Dagge,Utah,Daggett County,410.0000,23771.0000,24036.0000,15471.0000,98.0000,39.0000,150.0000,0.0000
Utah Davis,Utah,Davis County,149600.0000,11397427.000,11513303.000,8359695.0000,214775.0000,81441.0000,214775.0000,6485.0000
Utah Duche,Utah,Duchesne County,7430.0000,428411.0000,433242.0000,340955.0000,4690.0000,1712.0000,5146.0000,0.0000
Utah Emery,Utah,Emery County,3910.0000,196881.0000,198320.0000,158807.0000,1096.0000,315.0000,1252.0000,0.0000
Utah Garfi,Utah,Garfield County,2200.0000,100709.0000,101831.0000,70089.0000,867.0000,270.0000,1042.0000,0.0000
Utah Grand,Utah,Grand County,5120.0000,289825.0000,294987.0000,174610.0000,2587.0000,932.0000,2487.0000,163.0000
Utah Milla,Utah,Millard County,5140.0000,270060.0000,272768.0000,210722.0000,2286.0000,633.0000,2808.0000,223.0000
Utah Morga,Utah,Morgan County,4900.0000,508214.0000,513309.0000,330647.0000,11915.0000,4185.0000,10484.0000,268.0000
Utah Piute,Utah,Piute County,550.0000,19747.0000,19950.0000,14313.0000,130.0000,37.0000,193.0000,0.0000
Utah Salt ,Utah,Salt Lake County,530070.0000,39490783.000,39895259.000,28147048.000,658719.0000,265703.0000,609038.0000,16976.0000
Utah San J,Utah,San Juan County,4890.0000,223600.0000,225828.0000,175485.0000,1599.0000,557.0000,1983.0000,0.0000
Utah Sanpe,Utah,Sanpete County,10130.0000,494183.0000,499520.0000,378137.0000,4550.0000,1791.0000,5728.0000,233.0000
Utah Sevie,Utah,Sevier County,8470.0000,469637.0000,474693.0000,325476.0000,3735.0000,1456.0000,4406.0000,252.0000
Utah Summi,Utah,Summit County,23380.0000,3957843.0000,4017571.0000,2075498.0000,126993.0000,33924.0000,58267.0000,1285.0000
Utah Tooel,Utah,Tooele County,29090.0000,1767691.0000,1780690.0000,1459176.0000,19270.0000,9557.0000,25045.0000,1328.0000
Utah Uinta,Utah,Uintah County,13160.0000,771459.0000,779024.0000,628216.0000,6931.0000,2426.0000,7857.0000,265.0000
Utah Wasat,Utah,Wasatch County,14450.0000,1303095.0000,1323111.0000,869396.0000,30954.0000,12939.0000,25186.0000,406.0000
Utah Washi,Utah,Washington County,73900.0000,5031232.0000,5091328.0000,2855790.0000,84080.0000,30347.0000,75611.0000,1579.0000
Utah Wayne,Utah,Wayne County,1180.0000,57540.0000,58435.0000,34227.0000,449.0000,169.0000,517.0000,0.0000
Utah Weber,Utah,Weber County,114180.0000,6959766.0000,7017108.0000,5133874.0000,81282.0000,37045.0000,91256.0000,4389.0000
Vermont Addis,Vermont,Addison County,18840.0000,1213618.0000,1237011.0000,782995.0000,14342.0000,9304.0000,12053.0000,891.0000
Vermont Benni,Vermont,Bennington County,18620.0000,1130697.0000,1151324.0000,696982.0000,16520.0000,10089.0000,11238.0000,452.0000
Vermont Caled,Vermont,Caledonia County,14830.0000,753430.0000,766923.0000,513591.0000,4248.0000,3321.0000,4357.0000,456.0000
Vermont Chitt,Vermont,Chittenden County,85770.0000,6862922.0000,6975769.0000,4500282.0000,108140.0000,61249.0000,72860.0000,2458.0000
Vermont Essex,Vermont,Essex County,2930.0000,123910.0000,125619.0000,90985.0000,269.0000,285.0000,428.0000,0.0000
Vermont Frank,Vermont,Franklin County,25080.0000,1430570.0000,1449272.0000,1099645.0000,7338.0000,6064.0000,9271.0000,711.0000
Vermont Grand,Vermont,Grand Isle County,3980.0000,278948.0000,283254.0000,181945.0000,3999.0000,3073.0000,3216.0000,180.0000
Vermont Lamoi,Vermont,Lamoille County,13840.0000,1026000.0000,1045663.0000,589600.0000,16274.0000,8000.0000,8746.0000,480.0000
Vermont Orang,Vermont,Orange County,14950.0000,837787.0000,851748.0000,575479.0000,5622.0000,5136.0000,6493.0000,738.0000
Vermont Orlea,Vermont,Orleans County,13860.0000,637190.0000,648366.0000,448844.0000,4176.0000,2995.0000,3808.0000,439.0000
Vermont Rutla,Vermont,Rutland County,31360.0000,1699432.0000,1726114.0000,1180344.0000,12107.0000,8713.0000,12412.0000,787.0000
Vermont Washi,Vermont,Washington County,31120.0000,1989521.0000,2026421.0000,1342226.0000,19069.0000,13522.0000,16832.0000,1192.0000
