Hash,State,County,Number of Bridges,Number of residents,Pct of Medium to Fair Condition Bridges,Pct of Poor Condition Bridges,Primary and Commercial Airports,Route miles of freight railroad,Route miles of passenger railroad and rail transit,Roads Acceptable
New Mexico San M,New Mexico,San Miguel County,177,28350,0.892655367,0.107344633,0,68.5,68.5,0.698534578
New Mexico Santa,New Mexico,Santa Fe County,250,147320,0.964,0.036,1,57.4,57.4,0.698534578
New Mexico Sierr,New Mexico,Sierra County,109,11440,0.908256881,0.091743119,0,49.9,0,0.698534578
New Mexico Socor,New Mexico,Socorro County,187,17325,0.903743316,0.096256684,0,91,0,0.698534578
New Mexico Torra,New Mexico,Torrance County,70,15600,0.957142857,0.042857143,0,100.1,0,0.698534578
New Mexico Union,New Mexico,Union County,68,4290,0.941176471,0.058823529,0,83.3,0,0.698534578
New Mexico Valen,New Mexico,Valencia County,69,75995,0.913043478,0.086956522,0,106.3,62.7,0.698534578
New York Alban,New York,Albany County,345,307890,0.942028986,0.057971014,1,86.6,11.8,0.746636286
New York Alleg,New York,Allegany County,401,47700,0.912718204,0.087281796,0,58.5,0,0.746636286
New York Bronx,New York,Bronx County,316,1436785,0.873417722,0.126582278,0,52.5,48.3,0.746636286
New York Broom,New York,Broome County,459,197380,0.954248366,0.045751634,1,100.7,26.4,0.746636286
New York Catta,New York,Cattaraugus County,480,78505,0.945833333,0.054166667,0,130.8,0,0.746636286
New York Cayug,New York,Cayuga County,145,78785,0.786206897,0.213793103,0,30.6,11.4,0.746636286
New York Chaut,New York,Chautauqua County,558,131750,0.924731183,0.075268817,0,94.1,40,0.746636286
New York Chemu,New York,Chemung County,255,87740,0.88627451,0.11372549,1,39.3,0,0.746636286
New York Chena,New York,Chenango County,256,49285,0.921875,0.078125,0,60.6,0,0.746636286
New York Clint,New York,Clinton County,200,81505,0.9,0.1,1,45.4,36.2,0.746636286
New York Colum,New York,Columbia County,243,61860,0.810699588,0.189300412,0,63.3,55.2,0.746636286
New York Cortl,New York,Cortland County,192,48715,0.864583333,0.135416667,0,31.5,29,0.746636286
New York Delaw,New York,Delaware County,450,46480,0.911111111,0.088888889,0,47,15.6,0.746636286
New York Dutch,New York,Dutchess County,336,295905,0.883928571,0.116071429,0,94.7,94.7,0.746636286
New York Essex,New York,Essex County,250,38600,0.908,0.092,0,97.3,97.3,0.746636286
New York Frank,New York,Franklin County,188,51005,0.845744681,0.154255319,1,10.6,0.9,0.746636286
New York Fulto,New York,Fulton County,96,54295,0.875,0.125,0,,,0.746636286
New York Genes,New York,Genesee County,166,59055,0.825301205,0.174698795,0,65.1,29.9,0.746636286
New York Green,New York,Greene County,227,48070,0.916299559,0.083700441,0,24.3,0,0.746636286
New York Hamil,New York,Hamilton County,87,4695,0.816091954,0.183908046,0,,,0.746636286
New York Herki,New York,Herkimer County,240,63560,0.895833333,0.104166667,0,35.3,35.3,0.746636286
New York Jeffe,New York,Jefferson County,320,117965,0.846875,0.153125,1,80.5,0,0.746636286
New York Kings,New York,Kings County,241,2606850,0.904564315,0.095435685,0,63.3,56,0.746636286
New York Lewis,New York,Lewis County,168,27105,0.785714286,0.214285714,0,47.6,0,0.746636286
New York Livin,New York,Livingston County,162,64620,0.944444444,0.055555556,0,57.2,0,0.746636286
New York Madis,New York,Madison County,173,72090,0.861271676,0.138728324,0,25.2,13.8,0.746636286
New York Monro,New York,Monroe County,610,749235,0.901639344,0.098360656,1,111.8,30.8,0.746636286
New York Montg,New York,Montgomery County,203,49665,0.921182266,0.078817734,0,42.2,40.2,0.746636286
New York Nassa,New York,Nassau County,323,1356800,0.987616099,0.012383901,0,83,83,0.746636286
New York New Y,New York,New York County,247,1634990,0.923076923,0.076923077,0,23.1,23.1,0.746636286
New York Niaga,New York,Niagara County,268,213375,0.917910448,0.082089552,1,71.7,15.2,0.746636286
New York Oneid,New York,Oneida County,487,232860,0.889117043,0.110882957,0,121,69.9,0.746636286
New York Onond,New York,Onondaga County,472,468050,0.896186441,0.103813559,1,118.9,58.2,0.746636286
New York Ontar,New York,Ontario County,179,109450,0.916201117,0.083798883,0,44,0,0.746636286
New York Orang,New York,Orange County,474,376240,0.860759494,0.139240506,1,131.1,59.2,0.746636286
New York Orlea,New York,Orleans County,136,41940,0.860294118,0.139705882,0,24,0,0.746636286
New York Osweg,New York,Oswego County,230,120515,0.87826087,0.12173913,0,85,0,0.746636286
New York Otseg,New York,Otsego County,272,60980,0.875,0.125,0,56.4,8.3,0.746636286
New York Putna,New York,Putnam County,102,99410,0.892156863,0.107843137,0,35.4,35.4,0.746636286
New York Queen,New York,Queens County,490,2310010,0.942857143,0.057142857,2,86.9,81.5,0.746636286
New York Renss,New York,Rensselaer County,267,159960,0.883895131,0.116104869,0,74,25.8,0.746636286
New York Richm,New York,Richmond County,158,473325,0.981012658,0.018987342,0,20.8,14.5,0.746636286
New York Rockl,New York,Rockland County,244,322640,0.909836066,0.090163934,0,38.2,11.4,0.746636286
New York St. L,New York,St. Lawrence County,315,111530,0.873015873,0.126984127,2,142.6,0,0.746636286
New York Sarat,New York,Saratoga County,227,224930,0.925110132,0.074889868,0,90.4,59.9,0.746636286
New York Schen,New York,Schenectady County,115,154845,0.913043478,0.086956522,0,71.3,19.9,0.746636286
New York Schoh,New York,Schoharie County,171,31665,0.912280702,0.087719298,0,20.9,0,0.746636286
New York Schuy,New York,Schuyler County,99,18335,0.898989899,0.101010101,0,21.2,0,0.746636286
New York Senec,New York,Seneca County,59,35035,0.762711864,0.237288136,0,41.7,0,0.746636286
New York Steub,New York,Steuben County,629,98150,0.912559618,0.087440382,0,126.7,0,0.746636286
New York Suffo,New York,Suffolk County,366,1498130,0.994535519,0.005464481,1,179.1,179.1,0.746636286
New York Sulli,New York,Sullivan County,358,75820,0.874301676,0.125698324,0,29.1,0,0.746636286
New York Tioga,New York,Tioga County,217,49650,0.889400922,0.110599078,0,73.4,9.5,0.746636286
New York Tompk,New York,Tompkins County,196,104270,0.846938776,0.153061224,1,27.3,0,0.746636286
New York Ulste,New York,Ulster County,385,180505,0.766233766,0.233766234,0,46.8,6.9,0.746636286
New York Warre,New York,Warren County,137,64910,0.868613139,0.131386861,0,31.3,29.2,0.746636286
New York Washi,New York,Washington County,183,62465,0.879781421,0.120218579,0,87.6,49.9,0.746636286
New York Wayne,New York,Wayne County,96,91875,0.833333333,0.166666667,0,84.7,37,0.746636286
New York Westc,New York,Westchester County,767,969230,0.928292047,0.071707953,1,82.4,82.4,0.746636286
New York Wyomi,New York,Wyoming County,134,41240,0.910447761,0.089552239,0,61.4,0,0.746636286
New York Yates,New York,Yates County,55,25105,0.945454545,0.054545455,0,40.1,0,0.746636286
North Carolina Alama,North Carolina,Alamance County,233,156370,0.922746781,0.077253219,0,16.9,16.9,0.890560355
North Carolina Alexa,North Carolina,Alexander County,104,37210,0.875,0.125,0,9.2,0,0.890560355
North Carolina Alleg,North Carolina,Alleghany County,115,10870,0.756521739,0.243478261,0,,,0.890560355
North Carolina Anson,North Carolina,Anson County,156,25885,0.929487179,0.070512821,0,43.7,0,0.890560355
North Carolina Avery,North Carolina,Avery County,105,17635,0.847619048,0.152380952,0,,,0.890560355
North Carolina Beauf,North Carolina,Beaufort County,156,47515,0.769230769,0.230769231,0,84.6,0,0.890560355
North Carolina Berti,North Carolina,Bertie County,95,20325,0.905263158,0.094736842,0,11.9,0,0.890560355
North Carolina Blade,North Carolina,Bladen County,124,34455,0.927419355,0.072580645,0,36.9,0,0.890560355
North Carolina Bruns,North Carolina,Brunswick County,156,119165,0.884615385,0.115384615,0,63,0,0.890560355
North Carolina Bunco,North Carolina,Buncombe County,541,250110,0.918669131,0.081330869,1,72.6,0,0.890560355
North Carolina Burke,North Carolina,Burke County,227,89080,0.876651982,0.123348018,0,31.9,0,0.890560355
North Carolina Cabar,North Carolina,Cabarrus County,227,192295,0.863436123,0.136563877,0,29.6,17.3,0.890560355
North Carolina Caldw,North Carolina,Caldwell County,197,81625,0.862944162,0.137055838,0,17.3,0,0.890560355
North Carolina Camde,North Carolina,Camden County,24,10230,0.958333333,0.041666667,0,5,0,0.890560355
North Carolina Carte,North Carolina,Carteret County,56,68535,0.910714286,0.089285714,0,21.1,0,0.890560355
North Carolina Caswe,North Carolina,Caswell County,90,23095,0.922222222,0.077777778,0,7.7,6.6,0.890560355
North Carolina Cataw,North Carolina,Catawba County,222,155460,0.945945946,0.054054054,0,42.5,0,0.890560355
North Carolina Chath,North Carolina,Chatham County,234,68780,0.944444444,0.055555556,0,48.5,7.9,0.890560355
North Carolina Chero,North Carolina,Cherokee County,156,27225,0.935897436,0.064102564,0,25.1,9.6,0.890560355
North Carolina Chowa,North Carolina,Chowan County,38,14555,0.947368421,0.052631579,0,3.3,0,0.890560355
North Carolina Cleve,North Carolina,Cleveland County,251,97115,0.880478088,0.119521912,0,43.8,10,0.890560355
North Carolina Colum,North Carolina,Columbus County,220,57015,0.922727273,0.077272727,0,40.5,0,0.890560355
North Carolina Crave,North Carolina,Craven County,148,104190,0.959459459,0.040540541,1,82.5,0,0.890560355
North Carolina Cumbe,North Carolina,Cumberland County,301,325840,0.950166113,0.049833887,1,96.9,32.9,0.890560355
North Carolina Curri,North Carolina,Currituck County,21,24865,0.904761905,0.095238095,0,14.5,0,0.890560355
North Carolina David,North Carolina,Davidson County,336,164060,0.913690476,0.086309524,0,91.1,24.8,0.890560355
North Carolina Davie,North Carolina,Davie County,94,41570,0.957446809,0.042553191,0,17.7,0,0.890560355
North Carolina Dupli,North Carolina,Duplin County,210,59120,0.852380952,0.147619048,0,36.4,0,0.890560355
North Carolina Durha,North Carolina,Durham County,298,294620,0.922818792,0.077181208,0,38.8,16.2,0.890560355
North Carolina Edgec,North Carolina,Edgecombe County,148,54670,0.912162162,0.087837838,0,31.4,8.2,0.890560355
North Carolina Forsy,North Carolina,Forsyth County,412,364690,0.832524272,0.167475728,0,73.1,0,0.890560355
North Carolina Frank,North Carolina,Franklin County,117,62990,0.854700855,0.145299145,0,12.8,0,0.890560355
North Carolina Gasto,North Carolina,Gaston County,228,211755,0.925438596,0.074561404,0,75.7,21.5,0.890560355
North Carolina Gates,North Carolina,Gates County,41,11615,0.926829268,0.073170732,0,,,0.890560355
North Carolina Graha,North Carolina,Graham County,90,8650,0.977777778,0.022222222,,,,0.890560355
North Carolina Granv,North Carolina,Granville County,149,58340,0.879194631,0.120805369,0,23.1,0,0.890560355
North Carolina Green,North Carolina,Greene County,62,21240,0.919354839,0.080645161,0,8.5,0,0.890560355
North Carolina Guilf,North Carolina,Guilford County,664,511815,0.899096386,0.100903614,1,81.7,47.8,0.890560355
North Carolina Halif,North Carolina,Halifax County,157,52850,0.942675159,0.057324841,0,29.6,21.6,0.890560355
North Carolina Harne,North Carolina,Harnett County,135,126620,0.903703704,0.096296296,0,35.8,9.4,0.890560355
North Carolina Haywo,North Carolina,Haywood County,279,59575,0.860215054,0.139784946,,21.4,0,0.890560355
North Carolina Hende,North Carolina,Henderson County,248,110905,0.923387097,0.076612903,0,24.9,0,0.890560355
North Carolina Hertf,North Carolina,Hertford County,55,24285,0.909090909,0.090909091,0,19.2,0,0.890560355
North Carolina Irede,North Carolina,Iredell County,326,167495,0.865030675,0.134969325,0,42.8,0,0.890560355
North Carolina Jacks,North Carolina,Jackson County,218,41225,0.871559633,0.128440367,0,23,9.7,0.890560355
North Carolina Johns,North Carolina,Johnston County,312,182155,0.881410256,0.118589744,0,61.4,50.3,0.890560355
North Carolina Jones,North Carolina,Jones County,59,10075,0.949152542,0.050847458,0,4.1,0,0.890560355
North Carolina Lenoi,North Carolina,Lenoir County,131,58345,0.93129771,0.06870229,0,25.6,0,0.890560355
North Carolina Linco,North Carolina,Lincoln County,154,79785,0.928571429,0.071428571,0,29.8,0,0.890560355
North Carolina McDow,North Carolina,McDowell County,227,45015,0.933920705,0.066079295,0,78.3,0,0.890560355
North Carolina Macon,North Carolina,Macon County,212,33990,0.830188679,0.169811321,0,1.5,1.5,0.890560355
North Carolina Madis,North Carolina,Madison County,239,21130,0.815899582,0.184100418,0,28.3,0,0.890560355
North Carolina Marti,North Carolina,Martin County,124,23510,0.967741935,0.032258065,0,36.1,0,0.890560355
North Carolina Meckl,North Carolina,Mecklenburg County,657,1011775,0.97260274,0.02739726,1,124.4,21.5,0.890560355
North Carolina Mitch,North Carolina,Mitchell County,125,15265,0.832,0.168,,39.4,0,0.890560355
North Carolina Montg,North Carolina,Montgomery County,142,27475,0.915492958,0.084507042,0,42.1,0,0.890560355
North Carolina Moore,North Carolina,Moore County,174,93070,0.925287356,0.074712644,0,76.6,24.6,0.890560355
North Carolina New H,North Carolina,New Hanover County,104,216430,0.942307692,0.057692308,1,32.1,0,0.890560355
North Carolina North,North Carolina,Northampton County,83,20630,0.915662651,0.084337349,0,51.7,8.9,0.890560355
North Carolina Onslo,North Carolina,Onslow County,166,185755,0.927710843,0.072289157,1,13.1,0,0.890560355
North Carolina Orang,North Carolina,Orange County,182,139805,0.912087912,0.087912088,0,28.3,17.1,0.890560355
North Carolina Pamli,North Carolina,Pamlico County,45,12890,0.911111111,0.088888889,0,,,0.890560355
North Carolina Pasqu,North Carolina,Pasquotank County,55,39910,0.890909091,0.109090909,0,13,0,0.890560355
North Carolina Pende,North Carolina,Pender County,113,56360,0.982300885,0.017699115,0,,,0.890560355
North Carolina Perqu,North Carolina,Perquimans County,42,13470,0.904761905,0.095238095,0,15.8,0,0.890560355
North Carolina Perso,North Carolina,Person County,103,39195,0.912621359,0.087378641,0,27.6,0,0.890560355
North Carolina Rando,North Carolina,Randolph County,372,142590,0.954301075,0.045698925,0,40.3,0.6,0.890560355
North Carolina Richm,North Carolina,Richmond County,148,45710,0.959459459,0.040540541,0,53.5,25.5,0.890560355
North Carolina Robes,North Carolina,Robeson County,270,134575,0.911111111,0.088888889,0,135.5,71,0.890560355
North Carolina Rocki,North Carolina,Rockingham County,227,91900,0.806167401,0.193832599,0,51,22.6,0.890560355
North Carolina Rowan,North Carolina,Rowan County,244,138695,0.881147541,0.118852459,0,81.3,26.8,0.890560355
North Carolina Ruthe,North Carolina,Rutherford County,292,66700,0.873287671,0.126712329,0,51,0,0.890560355
North Carolina Samps,North Carolina,Sampson County,194,63715,0.840206186,0.159793814,0,9.9,0,0.890560355
North Carolina Scotl,North Carolina,Scotland County,98,35710,0.948979592,0.051020408,0,44.2,0,0.890560355
North Carolina Stanl,North Carolina,Stanly County,161,60610,0.925465839,0.074534161,0,55.8,0,0.890560355
North Carolina Stoke,North Carolina,Stokes County,150,46455,0.826666667,0.173333333,0,26.8,0,0.890560355
North Carolina Surry,North Carolina,Surry County,301,72765,0.877076412,0.122923588,0,52.1,0,0.890560355
North Carolina Swain,North Carolina,Swain County,130,14235,0.915384615,0.084615385,0,29.9,29.9,0.890560355
North Carolina Trans,North Carolina,Transylvania County,153,33060,0.869281046,0.130718954,0,7.3,0,0.890560355
North Carolina Tyrre,North Carolina,Tyrrell County,27,4130,0.888888889,0.111111111,,,,0.890560355
North Carolina Union,North Carolina,Union County,298,217615,0.929530201,0.070469799,0,39.6,0,0.890560355
North Carolina Vance,North Carolina,Vance County,73,44510,0.904109589,0.095890411,0,21,0,0.890560355
North Carolina Warre,North Carolina,Warren County,87,20325,0.91954023,0.08045977,0,5.8,0,0.890560355
North Carolina Washi,North Carolina,Washington County,59,12505,0.949152542,0.050847458,0,16.9,0,0.890560355
North Carolina Watau,North Carolina,Watauga County,192,52745,0.885416667,0.114583333,0,,,0.890560355
North Carolina Wayne,North Carolina,Wayne County,197,124445,0.944162437,0.055837563,0,58.2,0,0.890560355
North Carolina Wilke,North Carolina,Wilkes County,338,68890,0.846153846,0.153846154,0,17.6,0,0.890560355
North Carolina Wilso,North Carolina,Wilson County,193,81615,0.932642487,0.067357513,0,59.8,30.6,0.890560355
North Carolina Yadki,North Carolina,Yadkin County,166,37820,0.843373494,0.156626506,0,,,0.890560355
North Carolina Yance,North Carolina,Yancey County,147,17600,0.836734694,0.163265306,0,5.4,0,0.890560355
North Dakota Adams,North Dakota,Adams County,46,2350,0.826086957,0.173913043,0,46.9,0,0.933551831
North Dakota Barne,North Dakota,Barnes County,76,11035,0.973684211,0.026315789,0,99.7,0,0.933551831
North Dakota Benso,North Dakota,Benson County,40,6800,0.85,0.15,0,58.3,31.3,0.933551831
North Dakota Billi,North Dakota,Billings County,58,935,0.982758621,0.017241379,0,22.2,0,0.933551831
North Dakota Botti,North Dakota,Bottineau County,139,6650,0.848920863,0.151079137,0,67.7,0,0.933551831
North Dakota Bowma,North Dakota,Bowman County,68,3240,1,0,0,48.5,0,0.933551831
North Dakota Burke,North Dakota,Burke County,29,2240,0.827586207,0.172413793,0,95.7,0,0.933551831
North Dakota Burle,North Dakota,Burleigh County,116,90560,0.956896552,0.043103448,1,84,0,0.933551831
North Dakota Caval,North Dakota,Cavalier County,68,3865,0.764705882,0.235294118,0,75.1,0,0.933551831
North Dakota Dicke,North Dakota,Dickey County,39,5160,1,0,0,61.6,0,0.933551831
North Dakota Divid,North Dakota,Divide County,13,2370,0.769230769,0.230769231,0,55.6,0,0.933551831
North Dakota Emmon,North Dakota,Emmons County,69,3425,0.985507246,0.014492754,0,16.7,0,0.933551831
North Dakota Foste,North Dakota,Foster County,19,3345,0.947368421,0.052631579,0,67,0,0.933551831
North Dakota Golde,North Dakota,Golden Valley County,35,1895,0.885714286,0.114285714,0,22.9,0,0.933551831
North Dakota Grand,North Dakota,Grand Forks County,354,69795,0.875706215,0.124293785,1,114.2,55.6,0.933551831
North Dakota Grant,North Dakota,Grant County,62,2370,0.903225806,0.096774194,0,,,0.933551831
North Dakota Grigg,North Dakota,Griggs County,22,2310,0.954545455,0.045454545,0,31.6,0,0.933551831
North Dakota Hetti,North Dakota,Hettinger County,69,2640,0.797101449,0.202898551,0,,,0.933551831
North Dakota Kidde,North Dakota,Kidder County,10,2420,1,0,0,30.3,0,0.933551831
North Dakota LaMou,North Dakota,LaMoure County,60,4110,0.9,0.1,0,74.4,0,0.933551831
North Dakota Logan,North Dakota,Logan County,13,1940,0.923076923,0.076923077,0,44.1,0,0.933551831
North Dakota McHen,North Dakota,McHenry County,114,5910,0.771929825,0.228070175,0,135.8,37.1,0.933551831
North Dakota McInt,North Dakota,McIntosh County,11,2735,0.909090909,0.090909091,0,12.2,0,0.933551831
North Dakota McKen,North Dakota,McKenzie County,117,10720,0.957264957,0.042735043,0,8.6,0,0.933551831
North Dakota McLea,North Dakota,McLean County,58,9575,0.965517241,0.034482759,0,107.9,0,0.933551831
North Dakota Merce,North Dakota,Mercer County,72,8670,1,0,0,54.1,0,0.933551831
North Dakota Morto,North Dakota,Morton County,286,29635,0.923076923,0.076923077,0,78.9,0,0.933551831
North Dakota Mount,North Dakota,Mountrail County,29,9675,0.931034483,0.068965517,0,110.5,47.2,0.933551831
North Dakota Nelso,North Dakota,Nelson County,23,3030,0.869565217,0.130434783,0,75.1,25.8,0.933551831
North Dakota Olive,North Dakota,Oliver County,24,1770,1,0,,31.7,0,0.933551831
North Dakota Pembi,North Dakota,Pembina County,208,7135,0.875,0.125,0,65.6,0,0.933551831
North Dakota Pierc,North Dakota,Pierce County,6,4375,0.833333333,0.166666667,0,65.1,18.2,0.933551831
North Dakota Ramse,North Dakota,Ramsey County,58,11580,0.793103448,0.206896552,1,72.8,40.4,0.933551831
North Dakota Ranso,North Dakota,Ransom County,35,5455,0.914285714,0.085714286,0,65.4,0,0.933551831
North Dakota Renvi,North Dakota,Renville County,24,2575,0.916666667,0.083333333,0,38.8,0,0.933551831
North Dakota Richl,North Dakota,Richland County,202,16330,0.871287129,0.128712871,0,140.6,0,0.933551831
North Dakota Rolet,North Dakota,Rolette County,19,14605,0.947368421,0.052631579,0,7,0,0.933551831
North Dakota Sarge,North Dakota,Sargent County,31,3890,0.806451613,0.193548387,0,96.9,0,0.933551831
